id,site_eui
75757,292.792947363438
75758,214.346366551749
75759,300.62276923329
75760,261.340030464893
75761,256.122590233464
75762,266.384144679027
75763,258.844871589845
75764,268.482858672556
75765,176.384375711322
75766,295.910604654969
75767,224.537067386813
75768,187.586186307369
75769,179.577408573224
75770,199.037430295971
75771,140.322703291726
75772,205.362117410299
75773,224.776952124008
75774,192.710003797076
75775,292.813336203824
75776,269.346985655199
75777,223.431795167874
75778,306.256541556352
75779,280.10625723877
75780,298.134903413545
75781,274.720854009015
75782,250.718293487149
75783,264.793906587323
75784,146.277622952284
75785,206.104313643845
75786,301.154455636598
75787,237.445029471303
75788,275.134630299144
75789,275.545348216517
75790,304.444450430079
75791,198.204245096199
75792,251.203426913098
75793,228.200321340386
75794,269.203870598747
75795,228.192709872997
75796,299.97075671035
75797,261.229070516532
75798,287.430822576186
75799,280.330903024886
75800,242.650494947237
75801,274.621772476584
75802,255.219802302261
75803,248.485534026438
75804,253.591662718573
75805,173.391886980165
75806,218.887115516425
75807,145.976713013781
75808,200.694674728348
75809,157.751615502962
75810,142.24902957279
75811,239.971129550857
75812,167.446113100005
75813,263.726081334818
75814,274.305937960817
75815,264.139019025194
75816,291.901073061993
75817,138.804892781232
75818,265.015361811206
75819,265.291362743668
75820,260.051180630639
75821,192.112992817605
75822,181.844278276745
75823,194.213370322317
75824,112.969864209176
75825,242.514117143931
75826,163.925383774781
75827,65.0526797596119
75828,65.0526797596119
75829,68.817823614358
75830,65.0526797596119
75831,77.1900629228922
75832,78.00091485876
75833,78.9153331472354
75834,78.9153331472354
75835,76.4825722850876
75836,66.7774387742613
75837,62.4002884268448
75838,62.4002884268448
75839,62.4002884268448
75840,62.4002884268448
75841,62.4002884268448
75842,62.4002884268448
75843,63.5862415267785
75844,68.5998627930925
75845,105.133476021523
75846,62.4002884268448
75847,67.1924279837951
75848,66.9892961705722
75849,62.4002884268448
75850,67.3931536281223
75851,63.5862415267785
75852,62.4002884268448
75853,62.4002884268448
75854,62.4002884268448
75855,62.4002884268448
75856,62.4002884268448
75857,62.1734271148779
75858,66.1407919085543
75859,63.5862415267785
75860,62.4002884268448
75861,78.7829198344735
75862,24.4242187220574
75863,56.5729551617614
75864,17.2627281786339
75865,32.6815354492826
75866,27.6268107530391
75867,20.9786693896782
75868,21.6757879369195
75869,18.8002906087787
75870,55.9015757989881
75871,40.5894419499239
75872,75.5501578901626
75873,68.6880993428089
75874,75.5294690256826
75875,77.2537120650289
75876,74.6864509602848
75877,76.9184703504089
75878,76.9670961044001
75879,76.9670961044001
75880,70.7006847343189
75881,57.205631932066
75882,75.6226705825503
75883,119.585556757778
75884,55.2516808593424
75885,84.9866378967477
75886,12.3964154597724
75887,20.6545494524117
75888,72.2682999541814
75889,8.66734264259945
75890,46.3450809793432
75891,51.8654563392687
75892,30.6712674929468
75893,26.8121790179345
75894,25.33210704464
75895,50.5593545878703
75896,55.3768411650576
75897,37.2253419981704
75898,40.205898658365
75899,35.5980724903932
75900,35.2477930961841
75901,36.0815687616299
75902,38.3441480220056
75903,41.9238389447077
75904,40.4559221376708
75905,52.3247634873425
75906,21.6456648734696
75907,47.5961213050195
75908,22.5987032613349
75909,25.8439109613654
75910,55.0553597595841
75911,36.3302971815334
75912,36.4077501479818
75913,27.0404648287481
75914,33.7990783515904
75915,36.9998135725599
75916,31.3451788800497
75917,33.6024875102432
75918,55.515561950762
75919,51.1622345974743
75920,40.4684591745867
75921,56.8751815107392
75922,44.8448981750002
75923,56.7695665763809
75924,40.030006007912
75925,47.2665645014658
75926,107.468971767697
75927,103.574357560022
75928,113.90241855948
75929,65.3168672955744
75930,135.876409404177
75931,89.2672212265671
75932,42.681502678667
75933,46.276191622314
75934,41.1228009814374
75935,66.3401645592212
75936,117.43455603281
75937,99.8584453153808
75938,141.222080187228
75939,79.6628763606297
75940,72.0931089291661
75941,122.825240099699
75942,126.151543129863
75943,145.936456403785
75944,103.337247936686
75945,185.560054970573
75946,118.137810440447
75947,123.503406036111
75948,120.589797548207
75949,76.7999506640205
75950,91.8419065172025
75951,248.882145320686
75952,137.601599960881
75953,187.357129925165
75954,107.868134148467
75955,105.822137921503
75956,52.2228913545886
75957,67.914406516612
75958,57.4175651500241
75959,155.52847155797
75960,59.8909395815552
75961,100.162420226368
75962,113.246028452212
75963,82.5552319152024
75964,65.1522269342084
75965,81.5705816036503
75966,97.2434818231754
75967,198.558060401035
75968,104.354133586302
75969,97.2246641509766
75970,88.2575581436378
75971,53.8010848664815
75972,150.20207255184
75973,69.9752994578878
